,query_string_n,count,amount,verif_match,audit_type,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
900,DR G REES AND PARTNER,2,57880.0,Named Doctor,1,DR G LEES AND PARTNERS,G A REES LIMITED,DR G S RANDHAWA AND PARTNER,17.252281,15.752857999999998,15.527384,2.0,12.0,9.0
901,DR G ROGERS,4,186409.0,Named Doctor,1,DR ROGERS CHARITY,DR ROGERS CHARITY,DR ROGERS TRUST,16.135395000000003,16.135395000000003,16.135395000000003,10.0,10.0,8.0
902,DR G S GOEL,71,3043798.0,Named Doctor,1,MR S GOEL LIMITED,DR G S RANDHAWA AND PARTNER,DR S G PLUNKETT LIMITED,16.768457,15.245438,15.245438,11.0,19.0,16.0
903,DR G S KHAN,157,2769704.0,Named Doctor,1,DR A S KHAN LIMITED,DR S A KHAN LIMITED,DR S KHAN LIMITED,19.693176,19.693176,19.693176,9.0,10.0,10.0
904,DR G S RANDHAWA AND PARTNERS,151,3399284.0,Named Doctor,1,DR G S RANDHAWA AND PARTNER,S S RANDHAWA LIMITED,DR G LEES AND PARTNERS,29.689543,17.710552,17.252281,1.0,14.0,10.0
905,DR G SAGAR AND PARTNERS,74,3753864.0,Named Doctor,1,SAGAR PARTNERS LIMITED,DR G LEES AND PARTNERS,DR G S RANDHAWA AND PARTNER,17.539852,17.252281,15.527384,17.0,5.0,8.0
906,DR G SANI GUSAU,76,2840446.0,Named Doctor,1,DR R B SANI LIMITED,SANI LA SANI TRAVEL AND TOURS LIMITED,CIBUS SANIS LIMITED,15.998391,13.486892999999998,12.514141,10.0,28.0,13.0
907,DR G SINGH,41,1409832.0,Named Doctor,1,DR SINGH LIMITED,DR SINGH M,DR SINGHS SURGERY,16.30461,16.30461,16.30461,10.0,4.0,10.0
908,DR G SIVARAJAH,51,1705251.0,Named Doctor,1,DR G A JOHNSTON LIMITED,DR G ATTILAKOS LIMITED,DR G BIANT LIMITED,12.014992,12.014992,12.014992,17.0,15.0,12.0
909,DR G STUBBENS AND PARTNERS,139,6537710.0,Named Doctor,1,DR G LEES AND PARTNERS,DR G S RANDHAWA AND PARTNER,DR A AZAM AND PARTNERS,17.252281,15.527384,13.374683,6.0,10.0,9.0
910,DR G T CHAND,4,223167.0,Named Doctor,1,ABBEYSLADE PMS DR CHAND,PRACTICE OF DR GT CHAND,THE DR T G HAMILTON MEMORIAL TRUST,17.17136,17.17136,14.413557999999998,14.0,13.0,26.0
911,DR G V REDDY AND PARTNER,72,2689858.0,Named Doctor,1,DR REDDY AND PARTNER,DR G LEES AND PARTNERS,DR G V AESTHETICS LIMITED,24.798583999999998,17.252281,16.783274,4.0,7.0,15.0
912,DR G VENKATESHAM,21,573229.0,Named Doctor,1,DR G A JOHNSTON LIMITED,DR G ATTILAKOS LIMITED,DR G BIANT LIMITED,12.014992,12.014992,12.014992,16.0,14.0,12.0
913,DR G W KAMIL AND PARTNER,16,438702.0,Named Doctor,1,DR G LEES AND PARTNERS,G AND W PARTNERS LIMITED,W AND G COGHILL AND PARTNERS,17.252281,16.448603,16.448603,8.0,19.0,12.0
914,DR GA GOLDEN AND PARTNER,54,2271517.0,Named Doctor,1,GA PARTNERS LIMITED,GA GLOBAL PARTNERS LIMITED,GOLDEN GATE PARTNERS,15.766176000000002,14.014751,13.673851,18.0,19.0,10.0
915,DR GABRIEL R AND PARTNERS,42,4194251.0,Named Doctor,1,DR R KAPUR AND PARTNERS,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,16.982843,13.374683,13.374683,8.0,8.0,7.0
916,DR GABRIEL Y F,19,631394.0,Named Doctor,1,Y AND F,A F Y M,F AND Y LIMITED,17.25143,15.095517999999998,15.095517999999998,10.0,10.0,14.0
917,DR GAGUINE D S AND PARTNERS,46,3153262.0,Named Doctor,1,DR S BRINKSMAN AND PARTNERS,S AND D PARTNERS LIMITED,DR G S RANDHAWA AND PARTNER,16.812948000000002,15.302280999999999,15.131975,9.0,20.0,11.0
918,DR GAJEBASIA S S,19,491089.0,Named Doctor,1,DR GAJEBASIA LIMITED,DR S HUSSAIN,DR S MORCOS,23.344122,18.561647,18.561647,7.0,11.0,12.0
919,DR GALLAGHER,19,644675.0,Named Doctor,1,DR DAVID GALLAGHER,GALLAGHER IT LIMITED,GALLAGHER LIMITED,17.455026999999998,11.396338,11.396338,6.0,14.0,11.0
920,DR GALLAGHER AND PARTNERS,1,33300.0,Named Doctor,1,DR DAVID GALLAGHER,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,17.455026999999998,13.374683,13.374683,17.0,7.0,7.0
921,DR GALLAGHER AND PARTNERS NOTTINGHAM,47,3161355.0,Named Doctor,1,DR DAVID GALLAGHER,NOTTINGHAM PARTNERS LIMITED,DR A AZAM AND PARTNERS,17.455026999999998,13.954918,13.374683,27.0,22.0,18.0
922,DR GALLAGHER AND PARTNERS SHEFFIELD,106,6960847.0,Named Doctor,1,GALLAGHERS OF SHEFFIELD LIMITED,DR DAVID GALLAGHER,DR A AZAM AND PARTNERS,18.517262,17.455026999999998,13.374683,22.0,26.0,17.0
923,DR GALLAGHER AND PARTNERS SOUTH SHIELDS,85,6077129.0,Named Doctor,1,DR DAVID GALLAGHER,SOUTH SHIELDS SCHOOL,SOUTH SHIELDS SHOPMOBILITY,17.455026999999998,15.073787,15.073787,30.0,32.0,33.0
924,DR GALLOP AND PARTNERS,106,5096417.0,Named Doctor,1,DIAMOND TRANSMISSION PARTNERS GALLOPER LIMITED,THE GALLOPS LIMITED,DR A AZAM AND PARTNERS,14.144814000000002,13.471967999999999,13.374683,34.0,14.0,6.0
925,DR GANAPATHIS PRACTICE,2,56803.0,Named Doctor,1,GANAPATHY LIMITED,DR A ARORAS PRACTICE,DR A CALOWS PRACTICE,16.353813,14.632857999999999,14.632857999999999,12.0,7.0,7.0
926,DR GANDECHA D J AND PTRS,15,714617.0,Named Doctor,1,DR GANDECHA AND PARTNER,DR INGRAM AND PTRS,GANDECHA ESTATES LIMITED,22.447810999999998,21.96968,14.964922,9.0,10.0,16.0
927,DR GANDY AND PARTNERS,52,2207058.0,Named Doctor,1,GANDI LIMITED,GANDYS FOUNDATION,GANDYS FOUNDATION,14.301385999999999,14.301385999999999,14.301385999999999,14.0,14.0,14.0
928,DR GANGOLA AND PARTNER,20,618016.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,7.0,7.0,8.0
929,DR GARDINER AND PARTNER,59,2023256.0,Named Doctor,1,DR GARDINER LIMITED,GARDINER AND GARDINER LIMITED,DR A AZAM AND PARTNERS,18.013523,14.222529000000002,13.374683,9.0,14.0,8.0
930,DR GARROD AND PARTNERS BOSCASTLE,103,3839210.0,Named Doctor,1,MEDICAL CENTRE CAMELFORD DR GARROD,BOSCASTLE PLAYGROUP,BOSCASTLE PLAYSCHOOL,15.717041,15.089316,15.089316,28.0,27.0,25.0
931,DR GARROD AND PARTNERS CAMELFORD,36,1038047.0,Named Doctor,1,MEDICAL CENTRE CAMELFORD DR GARROD,MEDICAL CENTRE CAMELFORD DR NASH,CAMELFORD PLAYGROUP,25.705322,15.974879999999999,14.267802,28.0,26.0,26.0
932,DR GARROD P J AND PARTNERS,61,2186828.0,Named Doctor,1,DR PAL P AND PARTNER,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,17.243181,16.569315,16.569315,8.0,9.0,9.0
933,DR GARWOOD D J AND PARTNERS,186,14622508.0,Named Doctor,1,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,T J GARWOOD LIMITED,16.569315,16.569315,15.778246,11.0,11.0,17.0
934,DR GASPAR A S AND PARTNERS,63,3025921.0,Named Doctor,1,DR S BRINKSMAN AND PARTNERS,GASPAR LIMITED,GASPARE LIMITED,16.812948000000002,15.383837,15.383837,10.0,17.0,17.0
935,DR GAUHAR AND PARTNERS,53,3445861.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,5.0,5.0,6.0
936,DR GAVRILOVIC AND PTRS,48,4282426.0,Named Doctor,1,DR INGRAM AND PTRS,GAVRILOV FOUNDATION,GAVRILOV LIMITED,21.96968,16.798363000000002,16.798363000000002,9.0,12.0,12.0
937,DR GB HUISMAN AND PARTNERS,53,3626793.0,Named Doctor,1,HUISMAN LIMITED,HANDELSONDERNEMING HUISMAN LIMITED,GB AND PARTNERS LIMITED,16.798363000000002,14.699072,13.536619,16.0,26.0,19.0
938,DR GC ACKERLEY AND PARTNERS,49,1970920.0,Named Doctor,1,DR SINHA GC,ACKERLEYS CHARITY,GC PARTNERS LIMITED,16.960365,15.383837,15.369270000000002,22.0,17.0,20.0
939,DR GC JOLLIFFE AND PARTNERS,133,3716610.0,Named Doctor,1,DR SINHA GC,GC PARTNERS LIMITED,DR GC CHAJEDS PRACTICE,16.960365,15.369270000000002,15.076282,21.0,21.0,17.0
940,DR GC LAWLEY,55,2854999.0,Named Doctor,1,DR SINHA GC,LAWLEY AND LAWLEY LIMITED,DR GC CHAJEDS PRACTICE,16.960365,16.71317,15.076282,8.0,17.0,15.0
941,DR GC ORDHUME AND PARTNERS,45,3614336.0,Named Doctor,1,DR SINHA GC,GC PARTNERS LIMITED,DR GC CHAJEDS PRACTICE,16.960365,15.369270000000002,15.076282,20.0,20.0,15.0
942,DR GD CAMPBELL AND PARTNERS,1,31047.0,Named Doctor,1,DR CAMPBELL LIMITED,ALASTAIR CAMPBELL AND PARTNERS,CAMPBELL AND PARTNERS LIMITED,16.139275,14.548179999999999,14.548179999999999,13.0,8.0,14.0
943,DR GDBUTCHART AND PARTNER,18,595409.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,10.0,10.0,9.0
944,DR GELLERT AND PARTNERS,70,5618708.0,Named Doctor,1,GELLERT LIMITED,BAER GELLERT LIMITED,DR A AZAM AND PARTNERS,17.508952999999998,15.320858,13.374683,13.0,13.0,7.0
945,DR GEMMELL AND PARTNERS,96,6924837.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,7.0,5.0,6.0
946,DR GERA AND PARTNER,57,3126331.0,Named Doctor,1,GERAS LIMITED,GERA TRADERS LIMITED,GERAS T LIMITED,16.353813,14.310076,14.310076,13.0,15.0,13.0
947,DR GERAGHTY P G M AND PARTNERS,91,3902959.0,Named Doctor,1,DR G LEES AND PARTNERS,DR PAL P AND PARTNER,M AND J GERAGHTY LIMITED,17.252281,17.243181,16.110928,12.0,12.0,21.0
948,DR GERALD AND PARTNERS,122,5506690.0,Named Doctor,1,DR GERALD GUI LIMITED,GERALD HONEY AND PARTNERS LIMITED,DR A AZAM AND PARTNERS,16.289074,14.874731,13.374683,10.0,17.0,6.0
949,DR GETHIN AND PARTNERS,103,3741778.0,Named Doctor,1,ROGER GETHIN,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,14.965214999999999,13.374683,13.374683,17.0,6.0,6.0
950,DR GG DE AND PARTNERS,103,3963886.0,Named Doctor,1,DR S DE VIAL AND PARTNERS,GG,GG,16.814743,13.676510999999998,13.676510999999998,7.0,19.0,19.0
951,DR GHALY M S AND PTNRS,53,3689873.0,Named Doctor,1,DR AHMAD AND PTNRS,GHALI’S LIMITED,DR S PHILLIPS AND DR M PATEL PRACTICE,22.803747,16.555767000000003,14.927088000000001,7.0,15.0,24.0
952,DR GHATORA P S,2,70990.0,Named Doctor,1,GHATORA LIMITED,DR P AND S POOLOGANATHAN,GHATORA MEDICAL LIMITED,17.508952999999998,16.929916,15.320858,10.0,18.0,17.0
953,DR GHOSH P C RAGHUNATH A S AND PARTNERS,17,807000.0,Named Doctor,1,DR RAGHUNATH AND PARTNERS,DR JOTINDRANATH GHOSH BEQUEST,S C A P P S,29.235915999999996,18.050552,17.957539999999998,14.0,26.0,30.0
954,DR GIAN SINGH,9,296105.0,Named Doctor,1,DR SINGH LIMITED,DR SINGH M,DR SINGHS SURGERY,16.30461,16.30461,16.30461,10.0,7.0,10.0
955,DR GIBBS AND PARTNERS LINCOLN,94,6843741.0,Named Doctor,1,GIBBS AND PARTNERS LIMITED,DR SAM GIBBS LIMITED,LINCOLN PARTNERS LIMITED,15.842588000000001,15.497020000000001,14.449582999999999,8.0,19.0,15.0
956,DR GIBBS AND PARTNERS LONDON,90,7079686.0,Named Doctor,1,GIBBS AND PARTNERS LIMITED,DR SAM GIBBS LIMITED,DEREK GIBB AND PARTNERS LIMITED,15.842588000000001,15.497020000000001,14.082676000000001,9.0,20.0,10.0
957,DR GIDDINGS P AND PARTNERS,60,2938428.0,Named Doctor,1,DR PAL P AND PARTNER,DR H P BORSE AND PARTNER,DR T P FOX AND PARTNERS,17.243181,15.519194,15.519194,9.0,10.0,10.0
958,DR GILHOOLY AND PARTNERS,88,7072807.0,Named Doctor,1,GILHOOLY COMMERCIAL LIMITED,GILHOOLY CONSTRUCTION LIMITED,M GILHOOLY LIMITED,14.310076,14.310076,14.310076,20.0,20.0,12.0
959,DR GILKAR I A AND PARTNER,87,5005445.0,Named Doctor,1,DR GILKAR,DR IA GILKAR AND PARTNERS,DR I RASIB AND PARTNERS,24.905394,24.60933,17.828506,16.0,8.0,8.0
960,DR GINI P C,63,2306706.0,Named Doctor,1,GINI LIMITED,DR C P JOHNSON LIMITED,DR C P MARTIN LIMITED,15.895039,15.401732999999998,15.401732999999998,10.0,17.0,15.0
961,DR GL CLAYTON,21,517271.0,Named Doctor,1,GL COMMUNITIES,GL COMMUNITIES,GL LP,11.427537,11.427537,11.427537,12.0,12.0,9.0
962,DR GLAZIER AND PARTNERS,43,2226979.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,5.0,5.0,5.0
963,DR GLEDHILL AND PARTNERS,28,1221975.0,Named Doctor,1,GLEDHILL AND COLIMITED,GLEDHILL FOUNDATION,GLEDHILL LIMITED,14.142087,14.142087,14.142087,12.0,13.0,13.0
964,DR GM WILLIAMS,56,1857886.0,Named Doctor,1,DR GM REESS PRACTICE,DR CHARLES WILLIAMS,DR WILLIAM BOYD,14.734084,14.346814000000002,14.346814000000002,13.0,7.0,8.0
965,DR GM WILSON AND PARTNERS,95,6283793.0,Named Doctor,1,DR DANIEL WILSON,GM PARTNERS LIMITED,DR GM REESS PRACTICE,15.336316,14.984307999999999,14.734084,19.0,19.0,15.0
966,DR GODRIDGE AC AND PARTNERS,138,3901389.0,Named Doctor,1,GODRIDGE LIMITED,DR AC MILNER,GODRIDGE PROPERTY LIMITED,17.508952999999998,15.888025,15.320858,16.0,18.0,18.0
967,DR GODRIDGE AND PARTNERS,2,64175.0,Named Doctor,1,GODRIDGE LIMITED,GODRIDGE PROPERTY LIMITED,DR A AZAM AND PARTNERS,17.508952999999998,15.320858,13.374683,13.0,17.0,8.0
968,DR GOLDBERG,205,3329068.0,Named Doctor,1,DR GOLDBERG CONSULTANTS LIMITED,GOLDBERG LIMITED,GOLDBERG PRIZE,17.104164,13.438149,13.438149,20.0,11.0,9.0
969,DR GOLDSACK AND PARTNERS,46,1364811.0,Named Doctor,1,CRAIG GOLDSACK LIMITED,GEORGE GOLDSACK LIMITED,GOLDSACK IMPORTS LIMITED,14.026295000000001,14.026295000000001,14.026295000000001,14.0,15.0,17.0
970,DR GOLDSACK AND PARTNERS TOTAL DR J A HOUGHTON AND PARTNERS,3,133581.0,Named Doctor,1,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,DR A AZAM AND PARTNERS,28.458240000000004,28.458240000000004,26.749367,38.0,39.0,39.0
971,DR GOLDSTEIN AND PARTNERS,95,4907094.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,9.0,8.0,6.0
972,DR GOMERSALL AND PARTNERS,122,7574192.0,Named Doctor,1,GOMERSALL DEMOLITION LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,14.310076,13.374683,13.374683,20.0,8.0,7.0
973,DR GOOD AND PARTNERS,155,5004949.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,6.0,4.0,7.0
974,DR GOPAL K V,11,346453.0,Named Doctor,1,V GOPAL LIMITED,DR KV GOPALS PRACTICE,V GOPAL PATHER LONDON LIMITED,20.368033999999998,18.124344,16.295208,9.0,12.0,22.0
975,DR GOPINATH,16,563830.0,Named Doctor,1,GOPINATH LIMITED,GOPINATH UN LIMITED,RADHA GOPINATH LIMITED,17.102184,14.964922,14.964922,11.0,14.0,12.0
976,DR GP LOCUM,14,619589.0,Named Doctor,1,DR KS GP LOCUM LIMITED,DR SI GP LOCUMS LIMITED,DR WEAVER GP LOCUM LIMITED,18.474304,18.474304,18.474304,11.0,12.0,15.0
977,DR GR MURRAY AND PARTNERS,90,7363158.0,Named Doctor,1,DR DYLAN MURRAY,GR PARTNERS LIMITED,DR GR HOGGINS PRACTICE,16.269762,15.567387,15.252389,17.0,19.0,15.0
978,DR GRACIA A,9,300494.0,Named Doctor,1,GRACIA LIMITED,3 GRACIAS LIMITED,ADRIAN GRACIA LIMITED,15.383837,13.461317999999999,13.461317999999999,10.0,10.0,11.0
979,DR GRAHAM AND PARTNERS,90,9950359.0,Named Doctor,1,GRAHAM AND PARTNER LIMITED,GRAHAM PARTNERS LIMITED,DR BENJAMIN GRAHAM LIMITED,14.123281500000001,14.123281500000001,13.968706,11.0,15.0,18.0
980,DR GRAHAM STUART STREETER,163,6508747.0,Named Doctor,1,DR STUART,STUART GRAHAM LIMITED,GRAHAM STUART ASSOCIATES LIMITED,18.309135,16.769638,14.906742999999999,16.0,18.0,17.0
981,DR GRAINGER AND PARTNERS,54,2963081.0,Named Doctor,1,DR GRAINGER PELHAMS CLINIC,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,16.115364000000003,13.374683,13.374683,13.0,7.0,6.0
982,DR GRANT AND PARTNERS,101,9232714.0,Named Doctor,1,GRANT AND PARTNERS LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,14.548179999999999,13.374683,13.374683,11.0,5.0,5.0
983,DR GRAVESTOCK N G AND PTNS,92,6381125.0,Named Doctor,1,GRAVESTOCK LIMITED,DR G N JONES LIMITED,GRAVESTOCK HALL LIMITED,16.798363000000002,16.071606,14.699072,14.0,18.0,14.0
984,DR GREEN A L AND PARTNER,1,30061.0,Named Doctor,1,DR L FREEMAN AND PARTNERS,DR GREEN LIMITED,DR A AZAM AND PARTNERS,17.562044,13.548295000000001,13.374683,8.0,12.0,9.0
985,DR GREEN A M AND PARTNERS,158,10745087.0,Named Doctor,1,DR S M CHEN AND PARTNER,DR GREEN LIMITED,DR A AZAM AND PARTNERS,15.113888000000001,13.548295000000001,13.374683,10.0,13.0,7.0
986,DR GREEN PH AND PARTNERS,57,3361737.0,Named Doctor,1,PH REDDIHOUGH AND PARTNER,PH HEYS GREEN LIMITED,DR GREEN LIMITED,15.455421,13.892843,13.548295000000001,11.0,18.0,13.0
987,DR GREEN S L AND PARTNERS,76,5838857.0,Named Doctor,1,DR L FREEMAN AND PARTNERS,DR S BRINKSMAN AND PARTNERS,DR L S COLLINS LIMITED,17.562044,16.812948000000002,15.524231,8.0,9.0,17.0
988,DR GREENWAY J AND PARTNERS,268,24012772.0,Named Doctor,1,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,GREENWAY AND PARTNERS LIMITED,16.569315,16.569315,16.088257000000002,10.0,9.0,13.0
989,DR GRICE D J P AND PARTNERS,12,713324.0,Named Doctor,1,DR PAL P AND PARTNER,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,17.243181,16.569315,16.569315,10.0,11.0,10.0
990,DR GRIFFIN B J AND PARTNERS,28,1809223.0,Named Doctor,1,DR MARGARET GRIFFIN,DR MICHAEL GRIFFIN,DR J BARRELL AND PARTNERS,16.797901,16.797901,16.569315,22.0,20.0,11.0
991,DR GRIMWOOD,78,1410384.0,Named Doctor,1,AN GRIMWOOD LIMITED,GRIMWOODS CHARITY,CHARITY OF JEFFERY GRIMWOOD,14.907637,14.907637,13.044628999999999,10.0,12.0,17.0
992,DR GRUNDY N J AND PARTNERS,1,56375.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,17.730892,16.569315,16.569315,9.0,10.0,10.0
993,DR GS MCLELLAN AND PARTNERS,97,9222933.0,Named Doctor,1,MCLELLAN AND PARTNERS LIMITED,GS PARTNERS LIMITED,DR GS ARORAS PRACTICE,18.054266000000002,14.845917000000002,14.611067000000002,14.0,21.0,17.0
994,DR GS UPPAL,51,2686045.0,Named Doctor,1,GS UPPAL BUILDERS LIMITED,DR GS ARORAS PRACTICE,DR GS KALKATS PRACTICE,18.680320000000002,14.611067000000002,14.611067000000002,20.0,13.0,14.0
995,DR GS UPPAL AND PARTNER,2,102020.0,Named Doctor,1,GS UPPAL BUILDERS LIMITED,GS PARTNERS LIMITED,DR GS ARORAS PRACTICE,18.680320000000002,14.845917000000002,14.611067000000002,16.0,17.0,13.0
996,DR GUNTAMUKKALA,40,1533922.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,14.0,18.0,14.0
997,DR GUPTA F,81,1642989.0,Named Doctor,1,DR F GUPTAS PRACTICE,DR GUPTA,DR A GUPTA LIMITED,23.148670000000003,21.848267,19.117887,11.0,2.0,9.0
998,DR GWENAN DAVENPORT AND PTNS,58,4483449.0,Named Doctor,1,GWENAN JONES LIMITED,R WOOLFSON PTNS LIMITED,ARABELLA DAVENPORT,15.861232999999999,14.099248999999999,11.873495,18.0,22.0,16.0
999,DR H A BENSON AND PARTNERS,47,1582734.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,BENSON AND PARTNERS LIMITED,15.771278,15.771278,15.7204895,6.0,8.0,15.0
1000,DR H A LAST AND PARTNERS,70,1399528.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,DR FINTAN LAST LIMITED,15.771278,15.771278,15.139926,6.0,8.0,15.0
1001,DR H A NAZARETH AND PARTNERS,50,3418882.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,EMMS NAZARETH,15.771278,15.771278,14.001356,9.0,8.0,19.0
1002,DR H A TALPUR,2,66236.0,Named Doctor,1,PRACTICE OF DR HA TALPUR,DRS SHAH AND TALPUR,DR AND H EVANS LIMITED,20.270538000000002,15.320858,12.28598,13.0,6.0,15.0
1003,DR H ABUSEIDO,1,51640.0,Named Doctor,1,DR AND H EVANS LIMITED,DR H AHMED LIMITED,DR H BEERSTECHER PRACTICE,12.28598,12.28598,12.28598,15.0,11.0,17.0
1004,DR H B SYED,3,95761.0,Named Doctor,1,DR SYED AND DR JAFFRI LIMITED,DR SYED NASARUDDIN LIMITED,B H A,16.713509,15.614401999999998,14.220206,22.0,19.0,8.0
1005,DR H BHAT,9,214981.0,Named Doctor,1,DR BHAT V PRACTICE,BHAT LIMITED,BHAT CONSULTING LIMITED,18.554857000000002,15.303212,13.390769,11.0,10.0,20.0
1006,DR H C SIMPSON AND DR S R G KNOTT,48,1674190.0,Named Doctor,1,DR SIMPSON AND PARTNERS,DR S H C ANDERSON LIMITED,DR C S R BAKER LIMITED,23.898498999999997,23.70235,23.260166,16.0,21.0,23.0
1007,DR H CARSLEY AND PARTNERS,39,2565996.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,DR A AZAM AND PARTNERS,15.771278,15.771278,13.374683,7.0,8.0,7.0
1008,DR H D SKINNER AND PARTNERS,62,3155617.0,Named Doctor,1,D H BRYANT AND PARTNERS,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,16.012604,15.771278,15.771278,9.0,8.0,9.0
1009,DR H DAVIS AND PARTNERS,63,2117690.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,DR CHEN AND DAVIS,15.771278,15.771278,15.135206,7.0,8.0,13.0
1010,DR H DEAKIN AND PARTNERS,44,1871366.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,DR A AZAM AND PARTNERS,15.771278,15.771278,13.374683,8.0,9.0,6.0
1011,DR H F SIMONTON AND PARTNERS,107,9814241.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,A F F H,15.771278,15.771278,15.689485999999999,9.0,9.0,24.0
1012,DR H G THOMAS AND PARNTERS,112,8205665.0,Named Doctor,1,DR G THOMAS PRACTICE,DR THOMAS,DR THOMAS GUMBRIELLE,18.380215,16.734941,14.643576000000001,12.0,17.0,15.0
1013,DR H G TOWIE AND PARTNERS,51,4071199.0,Named Doctor,1,DR G LEES AND PARTNERS,G AND H PARTNERS LIMITED,DR H P BORSE AND PARTNER,17.252281,16.234993,15.771278,7.0,21.0,5.0
1014,DR H H U REHMAN,46,1477923.0,Named Doctor,1,H REHMAN HEALTHCARE LIMITED,U H U R U,F H U,21.670723000000002,20.926674,20.627434,20.0,9.0,11.0
1015,DR H JETHWA,24,651153.0,Named Doctor,1,DR SK JETHWAS PRACTICE,JETHWA LIMITED,ANUP JETHWA LIMITED,18.388485,15.089316,13.203604,12.0,12.0,12.0
1016,DR H KUMAR,1,30000.0,Named Doctor,1,DR AP KUMAR,DR KUMAR LIMITED,DR KUMAR ECOEXPERT LIMITED,18.008963,18.008963,16.008392,2.0,10.0,20.0
1017,DR H M FREEMAN AND PARTNERS,7,531734.0,Named Doctor,1,DR L FREEMAN AND PARTNERS,DR FREEMAN LIMITED,DR H P BORSE AND PARTNER,20.436885999999998,17.09909,15.771278,3.0,14.0,8.0
1018,DR H M OSBORN AND PARTNER,15,511049.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,DR H M KAPADIA LIMITED,15.771278,15.771278,15.471245000000001,5.0,8.0,15.0
1019,DR H MILLER AND PARTNERS,167,4491143.0,Named Doctor,1,DR LF MILLER,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,15.972826000000001,15.771278,15.771278,15.0,8.0,8.0
1020,DR H MISTRY AND PTNRS,66,2822679.0,Named Doctor,1,DR AHMAD AND PTNRS,DR S MISTRY LIMITED,H V MISTRY LIMITED,22.803747,16.392704000000002,15.375415,7.0,9.0,11.0
1021,DR H ONEILL,23,844654.0,Named Doctor,1,ONEILL AND ONEILL LIMITED,ONEIL H EDWARDS PRODUCTIONS LIMITED,DR AND H EVANS LIMITED,13.336205,12.970902,12.28598,17.0,29.0,15.0
1022,DR H P BORSE,68,2781026.0,Named Doctor,1,DR H P BORSE AND PARTNER,BORSE LIMITED,P H H,27.098124,16.029503,14.584029999999998,12.0,11.0,9.0
1023,DR H P CHAKRABARTI,2,71474.0,Named Doctor,1,DR HP CHAKRABARTI,DR H P BORSE AND PARTNER,P H H,21.509184,15.876551000000001,14.584029999999998,1.0,13.0,14.0
1024,DR H PEPPER AND PARTNERS,8,561531.0,Named Doctor,1,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,PEPPER ENGINEERING PARTNERS LIMITED,15.771278,15.771278,14.003894,7.0,8.0,22.0
